Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Parts_Per_Hour
218.19,112.89,16.506,9.262,163.45,19.6,4.59,111.7,55.08,152
245.9,111.88,33.261,11.874,292.07,21.77,5.55,1.7,198.01,44
207.03,120.75,19.58,10.027,112.07,19.07,13.55,10.4,79.6,80
247.28,104.97,39.917,19.3,120.68,19.98,6.9,81.3,157.77,33
243.37,91.5,25.663,11.84,314.06,25.65,9.27,29.1,42.11,48
193.71,115.26,23.447,12.007,107.33,25.7,2.49,109.5,49.41,74
184.86,138.11,40.227,18.078,273.93,26.17,3.5,80.4,113.68,25
187.05,126.48,16.504,15.773,352.12,26.41,1.5,44.8,0.81,70
181.28,103.69,26.898,16.522,213.98,22.2,6.94,50.4,3.49,31
186.61,145.49,26.1,15.632,113.45,26.68,14.84,83.2,28.44,49
227.81,143.85,23.544,19.354,314.15,23.26,13.23,17.8,44.62,34
184.98,94.65,42.353,10.484,378.91,22.71,9.86,106.1,105.57,32
202.33,82.76,37.528,19.868,315.15,25.19,13.06,1.6,137.25,17
239.14,131.89,16.918,17.971,273.53,20.14,9.32,117.5,62.38,77
181.63,137.93,36.441,15.068,169.01,25.89,6.16,20.9,47.81,27
237.01,147.75,30.819,15.948,104.61,22.29,3.43,89.3,164.56,63
199.73,142.29,42.026,15.786,308.4,19.27,10.14,5.8,32.56,26
188.27,122.04,24.388,8.701,169.31,19.19,3.7,52.3,135.67,68
228.77,117.1,32.225,10.616,357.45,19.65,6.84,76.0,186.27,42
224.03,81.95,30.023,19.538,239.91,26.91,12.56,9.4,46.44,20
241.42,97.27,29.687,14.412,259.19,27.91,2.81,53.8,17.39,40
231.45,112.17,28.683,12.54,326.18,21.57,2.81,37.1,195.95,51
236.24,124.0,21.169,17.144,333.83,20.92,4.14,60.3,54.15,57
199.74,119.01,37.671,14.294,292.8,20.19,8.73,61.0,55.13,27
192.42,131.98,28.54,8.158,381.53,26.24,4.52,94.4,96.75,49
232.54,99.58,43.755,16.835,394.69,20.09,8.04,15.7,46.21,22
236.48,119.55,22.824,16.787,384.07,27.24,5.23,10.8,198.57,42
249.34,86.17,35.482,9.982,347.25,24.67,8.09,48.8,8.59,39
208.88,108.96,43.222,19.48,311.69,26.97,4.89,106.6,90.29,24
206.04,132.51,34.904,10.687,299.0,23.54,14.72,102.8,109.67,36
234.35,128.54,41.138,13.493,131.13,24.91,7.9,67.6,93.39,50
203.86,149.34,39.824,9.377,181.45,24.19,11.41,106.8,104.1,52
245.15,99.45,25.804,15.239,101.71,26.31,10.81,96.8,197.52,61
240.09,114.87,33.004,12.505,141.22,26.36,7.87,34.1,175.38,60
210.03,103.07,19.688,12.238,231.77,23.9,4.34,21.2,61.69,62
232.56,110.84,31.066,17.924,143.96,24.33,8.15,36.8,110.3,43
232.82,139.99,21.913,8.115,370.5,27.22,10.53,28.0,0.06,83
187.22,127.89,37.312,17.575,341.71,27.3,7.44,75.1,81.91,25
243.18,141.77,30.842,14.857,121.48,24.64,2.15,70.6,32.77,69
215.37,94.25,27.337,19.833,174.67,18.08,1.25,72.2,142.27,33
237.85,141.14,23.064,15.073,345.72,19.04,5.59,23.5,44.22,59
202.4,84.18,44.961,8.665,340.91,26.58,3.1,95.2,149.78,31
242.69,142.2,17.151,8.608,383.64,18.85,13.69,52.6,62.63,104
207.24,103.04,16.307,18.598,399.26,20.14,3.46,57.2,185.17,48
180.76,102.02,21.518,18.095,392.88,20.31,6.52,119.6,89.08,39
243.38,115.85,44.132,12.151,223.04,24.0,10.97,34.6,167.9,39
186.39,145.85,44.377,15.416,175.1,23.77,12.42,47.9,125.63,27
202.35,83.34,34.648,13.875,327.52,20.89,7.69,81.5,195.48,28
246.5,104.66,41.403,19.606,189.78,20.08,3.54,105.8,148.54,35
246.54,139.96,21.419,19.4,341.92,25.65,4.79,16.1,145.54,56
220.14,107.72,44.161,19.806,260.19,27.35,6.87,88.5,52.97,20
224.23,93.94,19.284,18.397,338.18,18.53,6.1,110.3,100.97,47
211.39,109.74,18.034,18.915,182.76,19.33,5.88,51.3,58.02,50
200.52,106.99,18.366,10.607,252.41,24.42,2.85,35.1,3.86,79
203.01,144.08,32.194,17.972,269.21,26.04,13.79,81.7,142.12,28
227.08,133.34,38.429,16.506,382.93,25.91,1.42,30.3,47.17,28
232.67,115.36,26.0,19.553,179.98,25.2,7.16,46.7,79.46,42
235.41,149.19,44.337,14.855,381.01,26.87,14.72,107.7,56.93,31
235.27,112.57,28.033,9.022,341.46,20.17,10.24,71.2,39.93,57
186.38,84.08,19.513,15.169,319.27,19.07,5.98,12.3,13.42,53
214.61,98.36,28.979,16.239,336.06,24.15,3.05,40.2,67.58,33
184.03,110.52,35.371,10.644,281.63,26.22,14.49,75.6,16.35,30
218.47,90.98,39.967,12.729,173.22,23.82,1.2,58.3,108.06,42
210.91,146.33,28.763,15.182,156.85,27.63,10.54,79.6,3.92,61
242.14,133.68,32.808,12.489,359.9,25.96,13.32,91.6,188.0,54
204.56,98.78,23.02,12.499,317.54,25.01,1.35,58.2,193.3,50
188.19,121.36,34.377,9.597,163.96,18.6,11.15,118.4,60.93,38
190.01,130.5,44.579,19.289,284.53,19.08,14.98,109.8,52.04,16
233.31,145.89,16.472,17.006,234.26,25.85,9.95,8.1,20.88,93
223.28,141.71,41.596,8.015,147.6,19.98,6.81,32.7,180.98,52
187.08,116.06,31.868,17.187,259.56,18.29,13.24,36.8,117.37,32
185.89,134.23,22.563,16.878,184.46,27.11,8.76,22.9,122.02,44
229.07,119.35,43.647,8.117,128.87,26.91,11.49,38.1,179.17,49
185.09,118.69,29.501,12.435,240.09,20.18,9.23,51.6,182.16,41
237.53,88.03,24.951,15.281,277.03,25.8,1.54,7.1,165.67,59
229.44,88.83,20.445,13.433,114.07,18.48,3.98,16.1,154.69,72
185.69,117.07,22.334,17.336,220.63,20.85,2.1,12.5,175.45,43
185.94,98.82,39.985,13.105,177.3,24.24,2.49,6.5,175.19,27
249.06,81.47,33.432,9.846,109.2,25.63,1.22,58.3,73.73,71
206.2,130.6,42.397,19.717,137.7,18.1,6.9,40.7,194.68,18
205.94,82.27,21.959,10.904,141.71,21.26,3.5,112.3,141.83,67
236.9,121.67,18.634,16.612,154.86,20.14,12.98,13.2,74.04,68
246.31,117.74,15.183,9.718,341.01,27.99,11.5,111.2,88.41,119
249.02,147.82,30.236,11.948,231.85,24.71,9.02,11.3,137.43,75
232.74,113.89,44.949,13.304,144.13,22.06,7.85,74.7,72.22,36
206.34,84.45,35.849,10.307,130.09,18.76,4.58,30.5,165.31,39
185.85,118.62,24.252,13.4,189.38,23.99,7.65,99.4,29.61,52
234.4,138.88,41.306,9.886,339.4,24.42,9.98,8.3,181.52,37
219.09,149.78,38.452,14.708,209.34,26.16,11.95,114.3,60.24,50
209.7,110.12,15.462,15.965,147.97,20.89,2.14,6.6,30.54,81
243.44,102.42,39.506,8.749,221.23,27.81,10.92,29.7,171.6,37
187.78,143.47,24.016,18.454,266.59,22.39,11.4,56.2,47.89,33
214.48,93.39,19.49,10.222,108.88,20.96,8.83,91.0,168.68,79
180.79,123.08,21.79,10.704,288.29,21.48,4.0,114.2,59.25,64
212.81,108.4,29.057,15.936,218.53,23.2,8.55,51.9,186.77,34
183.94,82.88,27.746,13.625,102.92,27.37,8.04,91.1,43.82,44
188.32,104.31,23.667,13.993,302.17,25.35,7.66,87.5,13.93,49
188.23,98.57,20.167,9.538,313.72,23.77,7.45,69.0,187.31,69
225.44,128.03,37.867,17.669,288.65,19.63,2.55,83.2,33.13,24
232.22,146.42,44.703,15.405,202.58,19.49,3.56,5.5,188.83,38
220.84,98.76,38.334,9.625,258.88,23.02,2.36,53.5,164.8,42
247.35,136.8,23.878,12.488,216.15,25.29,4.39,94.5,16.39,98
206.24,83.88,22.344,17.725,310.19,25.51,4.69,57.4,89.03,31
200.0,117.67,21.53,14.82,275.07,20.26,4.43,104.9,14.68,54
240.8,84.94,19.101,9.304,124.54,19.0,3.95,100.2,65.96,121
195.65,145.38,31.54,12.473,292.93,21.84,11.3,103.8,70.3,40
247.43,133.64,33.162,10.912,306.17,27.18,12.46,16.5,119.93,53
180.85,126.06,36.165,14.21,211.21,23.45,5.58,30.1,195.18,38
247.89,137.67,35.406,18.12,362.74,21.2,5.27,4.5,33.95,32
183.02,125.33,23.77,13.235,352.9,21.24,12.82,118.0,65.83,47
242.38,147.83,24.909,13.2,152.55,19.32,9.73,29.1,117.42,83
216.94,129.98,35.445,18.864,371.28,22.73,5.11,44.7,34.28,23
249.51,144.73,25.483,14.914,232.26,25.91,10.99,33.7,142.14,65
185.17,116.2,21.379,14.794,317.12,27.69,5.82,5.7,80.73,51
218.77,88.19,26.23,11.143,344.23,23.02,9.21,32.1,189.91,45
247.85,116.97,23.163,15.293,251.53,19.67,14.9,12.7,125.97,62
216.62,88.88,17.649,14.911,219.73,24.83,5.22,47.9,72.62,64
224.06,121.47,39.904,12.762,374.64,25.57,14.03,116.1,143.89,30
228.7,113.77,40.593,19.888,169.26,18.72,5.49,84.1,167.75,27
211.82,123.58,21.593,18.583,177.09,26.5,8.56,85.1,160.1,53
223.93,80.7,16.943,16.995,208.49,26.29,7.44,54.9,52.55,58
220.9,93.64,37.165,14.448,357.84,22.73,11.96,97.5,83.4,26
243.08,114.39,21.346,13.545,381.64,23.6,1.86,109.1,90.44,67
183.18,146.54,26.803,10.219,166.02,25.13,9.78,115.4,77.68,56
199.67,106.85,16.924,11.669,359.16,24.77,11.65,12.8,62.17,70
246.53,109.71,21.788,17.288,177.46,18.17,7.61,105.7,150.55,70
242.32,130.03,38.787,13.445,391.19,19.22,2.47,27.8,2.44,40
211.9,122.27,39.132,18.587,279.22,19.63,4.43,48.3,58.71,24
223.41,100.92,21.213,9.775,102.13,25.56,10.52,42.1,28.32,95
199.42,108.76,25.077,14.1,110.24,22.4,13.54,81.3,25.75,52
193.17,95.24,19.027,15.764,144.25,23.46,6.9,72.2,55.39,57
212.46,147.62,17.225,14.202,156.27,25.73,8.85,14.0,152.43,102
204.73,89.14,44.765,18.671,330.29,21.41,4.2,94.2,193.88,13
220.86,106.03,34.668,19.875,166.83,25.49,6.77,53.3,102.92,22
185.44,81.81,31.263,9.39,390.74,22.42,5.72,1.3,67.79,44
248.21,95.52,37.965,9.559,290.83,21.77,10.18,50.3,165.83,41
249.03,134.63,40.202,9.564,307.76,21.33,14.79,62.4,13.42,53
228.87,94.08,39.201,16.174,165.34,27.65,12.39,9.2,18.63,32
217.53,85.6,15.496,12.472,367.81,25.72,3.69,19.0,69.07,70
201.67,113.21,20.604,16.8,300.34,18.2,9.09,119.2,89.68,49
236.97,80.7,34.647,12.866,359.32,27.57,1.93,104.7,159.57,34
227.93,85.93,26.273,15.531,386.94,25.75,4.46,16.9,185.05,35
191.38,136.53,44.474,17.238,137.69,19.49,3.41,70.1,106.26,27
243.76,134.0,34.962,14.579,128.98,18.76,5.7,46.1,99.13,62
237.58,144.06,43.696,14.474,341.02,21.08,10.5,65.7,42.6,27
246.49,139.82,21.043,9.059,359.84,24.24,7.99,57.0,90.24,96
230.8,127.82,40.919,12.929,275.13,24.17,14.06,6.7,184.73,33
222.94,83.66,24.641,14.549,209.8,20.76,3.98,38.5,78.58,49
209.28,134.8,44.687,13.544,295.79,22.46,6.1,15.9,42.14,24
245.29,139.19,19.731,18.809,191.7,20.12,5.62,59.2,67.46,70
240.62,135.94,30.49,18.878,171.52,18.51,4.3,109.0,102.92,48
183.17,115.59,38.785,17.863,246.44,23.17,14.9,119.5,119.72,29
181.85,96.3,27.979,12.504,164.85,21.47,6.42,113.4,86.49,49
206.35,139.17,29.043,16.608,245.11,23.43,14.17,118.3,151.71,39
236.74,130.9,44.591,12.743,386.98,27.47,6.47,2.8,116.89,26
249.11,148.65,27.759,10.791,351.94,19.43,3.86,87.8,133.01,72
190.53,90.9,33.122,12.115,382.49,18.02,2.67,33.5,172.58,32
221.59,95.8,16.636,8.852,341.9,18.77,12.98,104.0,173.14,85
206.66,94.83,40.266,11.981,206.43,22.63,1.45,97.8,40.7,31
247.89,135.48,34.445,13.529,343.61,25.07,14.5,51.4,124.67,39
238.95,93.08,27.121,19.466,376.87,23.81,6.85,57.3,143.33,23
238.68,84.67,15.485,11.761,384.11,22.95,4.46,32.5,29.17,84
212.81,149.9,32.75,18.829,304.96,21.54,9.64,35.4,168.55,26
209.04,81.74,15.38,10.746,163.41,21.1,2.86,117.8,36.09,107
199.14,138.47,15.036,10.292,111.92,21.76,2.01,106.8,159.86,149
183.95,105.58,33.483,14.228,144.16,24.12,12.59,23.8,32.29,31
240.53,138.91,20.671,16.07,389.66,19.68,6.95,33.8,148.36,58
236.9,118.82,20.757,8.532,238.63,25.71,8.26,13.9,29.63,105
249.98,143.11,34.598,10.653,356.5,23.75,3.47,118.7,75.77,70
249.76,144.83,16.611,13.468,239.51,20.69,1.86,109.0,28.7,139
218.88,80.64,24.402,11.972,298.25,23.01,6.15,66.7,54.14,51
233.83,85.28,19.483,16.551,107.24,27.63,8.09,83.5,196.9,54
246.13,97.53,32.405,14.134,174.96,18.2,11.72,90.0,21.54,51
239.48,126.85,34.853,9.924,230.88,20.0,8.01,25.3,81.29,67
197.31,142.18,36.634,18.734,289.19,22.48,11.96,112.2,135.38,25
211.54,112.2,22.657,11.515,151.46,24.38,2.62,63.7,18.92,75
189.04,122.49,17.677,16.774,329.37,20.12,1.9,12.0,21.81,46
246.78,93.19,17.361,17.359,209.32,27.31,3.22,48.3,28.65,66
222.43,136.35,27.785,19.558,345.23,24.43,11.81,72.6,129.0,33
196.0,147.71,43.375,13.982,129.39,26.77,11.63,43.0,181.87,33
227.02,98.8,21.532,15.39,303.93,21.29,2.98,84.2,165.2,47
223.27,114.64,22.702,12.019,188.0,26.29,1.43,106.0,196.61,82
205.07,86.03,18.027,16.138,338.61,21.78,10.59,92.9,115.63,52
187.95,119.14,33.167,13.561,220.65,20.53,12.97,77.5,192.3,36
227.01,115.19,35.396,13.252,299.6,27.12,11.56,61.9,60.99,34
216.42,90.11,34.288,18.266,380.29,18.92,3.84,31.3,84.3,27
234.06,110.94,40.834,8.602,106.19,27.43,9.17,55.1,79.21,58
216.41,103.39,29.593,18.584,103.34,22.59,11.6,35.9,9.47,32
239.65,116.53,19.034,18.225,331.08,27.93,4.58,112.1,165.94,55
218.63,121.0,23.682,14.076,293.92,23.4,8.39,109.0,4.94,58
219.27,80.59,34.873,13.882,187.89,25.57,5.4,19.5,145.98,40
241.37,133.27,33.394,12.342,248.32,18.07,4.16,98.9,81.41,69
208.24,129.91,30.93,19.93,112.58,22.97,14.57,84.6,1.25,40
189.38,105.64,35.489,9.334,157.73,25.37,13.78,117.1,57.99,43
182.01,83.71,34.122,15.083,227.35,25.83,7.24,56.1,69.23,34
232.86,132.85,41.44,16.18,350.21,19.58,2.91,86.9,192.94,30
223.42,146.86,32.58,19.212,243.9,22.19,11.19,62.6,132.22,35
229.29,96.81,38.358,17.362,275.91,22.19,4.58,9.3,108.71,31
194.91,102.65,22.461,15.726,362.13,19.04,3.36,6.6,25.41,36
189.55,92.87,35.345,9.402,192.65,22.43,6.34,15.5,78.22,43
181.02,120.39,42.066,12.485,310.21,26.07,8.42,36.2,7.15,25
204.54,90.84,26.572,9.666,358.5,21.0,2.36,31.8,152.34,48
221.29,104.93,38.373,18.575,160.78,22.33,9.0,87.7,32.56,29
207.46,128.79,36.744,16.995,206.94,27.61,1.21,86.2,118.89,27
210.62,119.21,16.786,17.09,393.94,18.32,13.49,116.6,139.88,47
243.29,107.05,32.445,15.827,394.97,23.92,13.89,37.9,73.3,27
204.38,109.42,18.906,14.085,166.97,25.43,11.26,112.7,126.52,60
215.98,119.35,44.02,9.8,119.93,25.61,7.53,73.9,152.85,41
234.86,80.41,39.342,11.956,181.28,25.16,4.57,59.9,36.82,42
207.76,85.5,18.292,9.643,219.32,25.26,11.42,80.5,120.17,77
223.55,141.69,18.653,16.699,232.3,18.59,14.05,84.6,146.78,67
240.37,85.45,32.834,9.923,285.64,23.34,3.22,21.5,71.41,52
246.47,129.48,25.347,16.425,369.85,25.83,7.52,90.5,32.5,51
190.3,144.4,16.047,16.307,199.1,18.94,5.41,87.3,57.22,68
244.86,98.95,31.249,13.512,355.0,18.12,5.99,119.7,186.61,43
214.45,105.93,26.635,9.623,128.04,26.15,6.68,109.5,71.49,73
198.08,119.82,18.032,11.778,112.56,25.12,14.33,82.5,21.54,76
212.14,141.72,39.058,11.841,251.21,22.12,4.62,85.8,16.55,51
248.6,145.93,42.452,16.405,117.9,27.4,7.9,113.6,36.1,44
214.48,131.77,37.698,9.365,217.75,25.67,14.32,116.1,25.5,49
203.01,86.06,39.673,17.949,369.03,27.68,7.66,99.4,99.01,23
224.34,126.84,21.495,17.132,172.44,27.29,13.09,92.3,69.51,60
196.81,108.72,22.907,10.236,311.79,22.81,1.82,14.3,168.28,62
185.31,112.95,21.256,16.63,190.71,25.55,14.34,99.8,176.22,52
189.02,83.44,37.952,16.022,113.48,24.69,3.63,31.1,94.66,24
188.96,93.37,43.438,16.977,267.01,26.11,14.72,68.1,177.71,21
190.63,135.34,36.505,10.267,350.46,25.88,3.46,49.2,90.09,38
189.72,111.78,41.444,9.891,222.84,19.53,7.22,42.1,128.39,29
224.86,101.12,34.161,10.838,285.19,20.34,5.32,37.9,32.51,44
192.73,106.88,26.63,12.39,370.01,20.66,7.07,102.8,10.52,48
204.2,139.81,27.773,17.524,336.91,26.18,4.51,92.5,32.02,38
242.78,132.43,17.26,16.855,158.16,26.11,14.51,63.3,50.37,93
213.18,99.06,15.944,19.105,320.02,22.95,5.28,80.1,150.2,51
226.73,88.23,35.864,8.704,250.57,23.81,10.15,118.2,34.7,44
192.06,97.64,28.153,8.139,323.79,26.27,2.92,48.3,26.13,48
193.46,144.45,31.566,16.39,248.35,21.13,12.54,66.6,185.52,29
182.86,120.71,31.73,11.351,138.39,18.5,8.6,64.5,137.76,42
191.83,117.34,23.321,12.009,270.97,22.83,14.71,112.4,94.66,53
199.5,121.75,29.277,14.562,247.64,27.14,6.93,42.8,18.99,38
192.39,105.62,29.123,9.229,255.38,25.9,3.74,118.4,170.36,49
186.21,136.5,26.653,15.712,363.67,21.67,5.84,37.3,21.65,36
188.44,116.63,39.62,11.902,368.45,18.65,11.32,14.0,122.21,34
212.25,88.17,28.535,15.593,236.06,24.37,10.23,23.8,133.54,37
194.44,89.03,33.109,18.008,236.72,26.34,11.9,51.7,80.03,28
205.5,117.58,41.866,10.053,254.56,24.65,2.03,78.3,182.24,27
215.24,145.56,40.987,19.17,255.88,22.25,9.13,62.5,10.14,27
228.33,101.58,41.713,14.368,385.12,19.23,14.05,45.8,163.62,27
182.75,140.87,23.1,19.075,294.82,27.11,2.51,67.9,110.76,42
235.96,133.49,16.049,10.493,183.24,20.76,2.32,100.8,122.24,167
223.95,97.35,22.832,15.255,259.46,20.24,11.03,100.8,197.37,46
185.72,82.54,23.361,12.847,288.17,26.16,5.41,87.4,116.53,52
241.15,87.13,42.281,17.291,291.93,27.81,10.22,114.3,159.41,19
244.46,130.99,34.477,15.271,275.58,24.6,8.64,71.2,30.71,51
184.28,93.98,17.451,13.934,153.32,24.25,14.8,1.9,161.86,66
199.38,105.99,19.061,18.956,110.08,21.19,13.45,35.6,152.21,48
236.43,115.12,19.67,12.525,201.35,18.2,10.49,40.1,193.62,90
232.38,130.78,33.913,10.64,228.26,19.92,4.66,66.1,187.14,54
192.92,87.93,37.062,15.297,118.54,23.84,4.67,108.7,42.8,32
194.65,108.45,40.789,15.488,344.49,19.51,13.35,100.7,92.99,25
205.93,113.96,43.219,13.269,203.22,26.84,9.19,28.6,182.3,30
213.92,117.86,21.051,13.839,374.09,19.88,12.05,62.8,128.15,48
223.28,137.29,24.293,19.515,146.32,23.22,7.3,79.4,92.74,58
205.82,92.02,22.21,16.792,117.08,23.12,2.44,118.5,21.79,54
212.38,136.55,25.763,9.327,244.69,24.04,5.66,4.7,70.35,76
232.32,128.5,42.44,10.546,156.74,21.27,3.26,56.2,133.05,50
182.57,118.91,32.253,19.707,381.22,26.74,11.95,118.6,155.38,19
197.67,128.97,37.146,16.718,103.09,22.44,10.81,117.3,89.43,37
229.93,108.84,29.704,18.981,223.79,25.0,2.24,40.4,11.17,39
242.66,89.69,15.866,11.646,378.02,24.36,9.7,1.0,126.63,75
215.82,126.6,16.926,16.902,215.33,19.17,13.24,70.8,184.32,54
217.25,116.73,31.138,16.568,127.93,24.23,10.76,104.2,99.28,45
187.5,124.76,36.564,11.536,190.87,23.51,8.16,39.6,185.68,36
211.32,103.66,21.46,14.61,249.4,26.99,5.37,112.2,70.82,57
217.28,143.48,36.657,15.529,155.55,26.81,13.42,40.6,177.27,40
196.97,121.12,39.32,13.774,239.97,19.51,6.92,73.6,157.27,28
198.85,85.98,27.357,17.926,350.9,18.82,12.98,86.9,192.35,29
206.41,111.49,37.393,17.994,361.79,20.95,11.96,42.1,158.2,19
181.4,132.94,27.121,18.207,114.78,27.87,12.43,42.9,64.3,39
202.55,135.59,35.351,17.641,148.27,18.22,14.86,56.9,180.11,35
194.8,114.62,37.92,13.857,182.59,24.73,11.48,100.4,133.95,32
202.92,142.63,44.758,12.577,278.46,24.09,1.48,13.0,32.41,33
188.38,98.74,25.362,17.977,208.3,24.47,3.88,76.1,9.19,42
242.34,108.74,27.331,13.882,353.21,20.18,1.49,81.6,73.17,53
221.55,142.9,19.969,10.956,315.0,20.27,3.66,67.4,157.37,71
227.54,142.74,21.122,14.088,130.14,22.31,1.86,112.4,123.64,101
235.24,128.0,35.802,9.702,287.37,18.96,8.02,72.6,105.43,52
214.89,140.13,42.511,16.3,133.9,18.75,1.39,76.5,0.75,44
186.08,86.21,26.838,12.031,176.51,18.88,7.62,72.4,87.1,46
217.6,140.55,20.395,11.128,153.36,23.73,13.58,86.9,31.54,94
221.08,102.44,23.553,19.478,151.92,21.98,11.48,17.1,90.91,37
232.18,92.48,28.652,17.323,284.92,20.94,14.22,107.4,198.35,32
210.22,96.76,23.72,17.445,269.08,21.16,4.17,6.1,175.91,32
188.93,109.26,22.007,15.485,152.81,20.07,8.44,77.2,62.13,55
199.86,97.58,37.08,18.07,397.05,22.12,5.46,74.2,118.7,24
205.42,102.44,15.235,17.11,226.55,20.03,7.91,25.8,100.42,58
225.21,89.45,31.177,15.185,129.12,24.98,8.8,5.8,26.01,47
219.95,100.73,38.813,19.533,136.17,19.24,1.51,17.5,197.96,29
204.93,120.06,22.987,10.299,275.17,27.48,4.27,33.3,85.04,52
249.06,110.93,33.099,19.321,393.72,18.9,10.87,106.0,101.13,21
222.4,104.27,35.067,12.817,271.59,27.43,11.82,102.8,129.52,38
196.61,132.25,34.651,14.341,384.71,26.33,8.97,8.6,38.31,33
187.12,142.55,28.375,9.473,233.24,24.81,4.79,35.4,44.45,59
190.7,132.98,25.397,14.481,230.75,27.12,6.67,106.8,38.51,44
197.22,103.24,40.078,15.334,250.0,19.39,2.34,29.2,76.89,28
191.25,132.11,37.753,19.972,309.23,19.76,14.34,119.5,39.94,16
193.06,90.64,24.638,19.702,210.28,20.52,13.16,31.6,185.28,34
199.96,89.12,18.091,19.597,359.17,20.45,1.92,89.0,142.86,38
192.14,104.19,17.154,12.181,108.78,21.11,3.33,50.6,179.57,72
242.77,136.54,17.828,19.895,231.93,23.76,9.14,17.2,169.7,60
185.62,97.24,32.486,13.466,253.3,18.28,4.25,31.4,140.63,37
216.72,84.43,16.55,18.222,282.11,21.82,14.08,81.3,48.55,49
208.73,89.22,25.108,10.596,182.82,20.46,11.58,41.1,123.06,55
248.77,140.11,37.596,14.07,228.24,24.07,4.83,72.9,37.26,53
187.84,124.36,23.83,19.592,245.36,27.85,1.09,25.5,26.5,34
207.85,97.72,37.899,19.364,306.07,23.18,12.19,54.4,126.52,16
247.86,118.87,37.364,16.205,332.06,22.26,6.94,62.0,124.93,38
240.59,116.93,22.375,17.574,321.35,21.68,9.99,50.1,31.32,47
237.2,125.88,36.865,10.117,202.47,25.85,5.02,24.6,70.49,64
198.05,96.32,37.433,16.66,399.84,18.72,3.0,55.9,13.26,23
191.96,140.51,26.924,15.417,354.6,27.6,10.45,83.5,143.15,34
226.81,101.66,21.313,9.099,178.01,22.18,7.3,115.8,197.5,93
245.06,128.59,30.638,9.358,158.53,21.14,4.29,95.0,147.98,89
218.97,81.13,42.642,9.301,194.21,27.74,2.93,20.2,168.83,36
220.01,106.09,34.189,16.692,235.7,27.36,9.13,33.5,95.27,22
199.6,104.62,20.188,9.701,355.24,24.42,11.16,10.4,19.12,68
233.86,118.04,35.483,13.613,333.51,18.19,4.97,17.1,145.32,39
193.09,85.09,27.816,12.284,355.37,25.49,11.29,30.8,51.3,44
202.66,135.31,32.746,14.606,181.59,21.36,3.56,24.7,77.66,44
209.78,95.24,37.022,16.478,278.04,21.88,5.74,26.4,140.62,28
215.53,127.39,30.448,16.217,184.97,19.59,11.43,28.5,180.96,43
196.97,136.22,39.42,14.186,132.71,23.23,10.24,36.8,97.25,37
188.04,119.33,36.665,13.572,305.26,25.45,4.79,15.9,192.32,38
222.74,131.86,33.452,12.774,142.9,20.73,2.71,34.1,103.98,55
200.2,126.33,19.524,18.343,300.31,27.39,1.59,82.9,24.5,53
220.69,104.89,40.078,11.97,294.39,19.95,12.73,29.1,103.69,30
190.81,136.62,43.077,11.112,343.07,18.66,2.05,21.4,172.13,26
213.68,100.63,19.109,16.92,141.87,24.44,2.61,9.1,107.61,63
217.28,119.98,29.647,12.317,335.04,26.49,4.33,60.5,149.55,44
183.63,132.18,22.767,18.164,399.78,27.53,7.24,101.2,109.59,31
203.56,106.53,37.636,11.935,355.31,25.67,12.06,8.0,109.21,31
189.41,101.19,36.649,16.423,325.54,20.0,4.46,65.5,56.95,25
184.44,112.15,19.227,8.541,298.65,27.78,8.61,78.4,40.25,80
249.3,137.26,41.311,12.627,226.53,27.19,2.27,71.5,55.78,54
202.56,145.09,20.429,12.119,319.15,19.63,7.5,105.4,88.17,74
236.69,118.16,38.918,17.8,317.25,23.59,3.49,104.1,161.92,32
197.82,126.3,28.709,19.605,289.45,23.56,3.96,7.8,165.8,21
227.71,143.23,24.848,13.531,338.88,22.43,6.14,44.0,32.68,52
233.22,86.9,19.747,17.898,234.63,27.84,11.66,80.8,110.57,43
221.69,96.25,20.028,16.396,136.38,18.6,11.42,114.3,83.21,63
213.01,129.62,34.857,19.609,267.72,24.27,6.81,96.8,114.19,26
208.83,137.66,31.513,17.733,179.51,20.05,2.66,22.0,129.52,29
204.42,139.99,18.663,8.93,215.33,23.27,4.93,34.2,55.92,93
245.07,109.06,18.381,16.559,105.22,25.8,8.07,91.9,183.85,83
238.14,86.25,17.169,14.426,214.84,20.47,13.17,57.1,187.09,73
247.55,110.64,37.313,8.197,342.64,21.93,14.56,66.1,21.07,44
188.7,96.15,36.356,11.016,262.82,27.51,9.92,73.5,140.6,34
231.16,100.38,16.753,19.061,102.94,25.61,5.91,13.3,6.65,71
245.68,134.06,31.808,19.113,240.95,23.73,10.71,102.9,9.31,35
192.69,85.29,17.54,17.586,187.44,20.22,5.71,103.7,191.56,55
184.65,137.93,42.112,19.781,243.27,22.25,9.76,56.7,138.97,20
231.88,109.94,42.214,17.679,221.41,25.74,4.41,75.6,64.91,30
220.21,121.72,35.947,8.122,379.59,26.21,4.74,79.5,133.98,39
238.93,86.28,42.786,11.454,112.35,20.45,2.05,23.6,169.17,50
189.78,103.62,39.344,8.367,305.08,24.62,6.88,14.4,174.18,36
235.67,86.28,39.856,9.129,355.31,18.95,9.65,3.5,4.1,35
194.11,147.31,32.091,10.626,387.77,18.23,12.04,109.6,163.65,39
